customerID,Contract,MonthlyCharges,tenure,PaymentMethod,TotalCharges
2114-ID,Month-to-month,69.37,33,Mailed check,2289.21
2115-ID,Two year,23.75,49,Bank transfer (automatic),1163.75
2116-ID,Month-to-month,72.06,21,Electronic check,1513.26
2117-ID,Month-to-month,112.29,60,Mailed check,6737.4
2118-ID,Month-to-month,78.31,52,Credit card (automatic),4072.12
2119-ID,Month-to-month,99.6,54,Mailed check,5378.4
2120-ID,Two year,98.67,39,Credit card (automatic),3848.13
2121-ID,Two year,111.93,49,Bank transfer (automatic),5484.57
2122-ID,One year,95.66,64,Credit card (automatic),6122.24
2123-ID,Two year,93.39,26,Mailed check,2428.14
2124-ID,Month-to-month,41.78,71,Mailed check,2966.38
2125-ID,One year,24.27,7,Mailed check,169.89
2126-ID,One year,70.27,62,Electronic check,4356.74
2127-ID,One year,30.76,24,Electronic check,738.24
2128-ID,Month-to-month,114.95,40,Mailed check,4598.0
2129-ID,Two year,47.39,47,Mailed check,2227.33
2130-ID,Month-to-month,103.97,8,Bank transfer (automatic),831.76
2131-ID,One year,57.21,54,Electronic check,3089.34
2132-ID,Month-to-month,50.73,9,Electronic check,456.57
2133-ID,Month-to-month,112.23,3,Electronic check,336.69
2134-ID,Two year,54.76,54,Credit card (automatic),2957.04
2135-ID,Two year,57.47,21,Mailed check,1206.87
2136-ID,One year,28.91,48,Bank transfer (automatic),1387.68
2137-ID,Month-to-month,85.63,47,Bank transfer (automatic),4024.61
2138-ID,Month-to-month,47.28,68,Mailed check,3215.04
2139-ID,Two year,77.1,63,Mailed check,4857.3
2140-ID,Month-to-month,77.68,16,Bank transfer (automatic),1242.88
2141-ID,Month-to-month,90.53,5,Credit card (automatic),452.65
2142-ID,Month-to-month,93.15,11,Bank transfer (automatic),1024.65
2143-ID,Two year,69.95,29,Credit card (automatic),2028.55
2144-ID,One year,51.51,70,Credit card (automatic),3605.7
2145-ID,One year,102.41,48,Electronic check,4915.68
2146-ID,Month-to-month,49.39,15,Mailed check,740.85
2147-ID,One year,69.25,34,Electronic check,2354.5
2148-ID,Two year,58.58,60,Credit card (automatic),3514.8
2149-ID,Two year,104.19,62,Bank transfer (automatic),6459.78
2150-ID,One year,61.66,2,Electronic check,123.32
2151-ID,One year,57.05,19,Bank transfer (automatic),1083.95
2152-ID,Month-to-month,87.58,49,Credit card (automatic),4291.42
2153-ID,One year,78.8,28,Bank transfer (automatic),2206.4
2154-ID,Month-to-month,29.03,48,Electronic check,1393.44
2155-ID,Month-to-month,69.32,37,Credit card (automatic),2564.84
2156-ID,Two year,92.17,49,Mailed check,4516.33
2157-ID,Two year,117.95,48,Electronic check,5661.6
2158-ID,Two year,81.48,29,Electronic check,2362.92
2159-ID,Two year,55.46,60,Mailed check,3327.6
2160-ID,One year,40.98,29,Credit card (automatic),1188.42
2161-ID,Two year,105.97,58,Mailed check,6146.26
2162-ID,One year,100.11,48,Electronic check,4805.28
2163-ID,Two year,41.76,23,Credit card (automatic),960.48
2164-ID,One year,38.41,27,Bank transfer (automatic),1037.07
2165-ID,Month-to-month,90.12,7,Electronic check,630.84
2166-ID,One year,49.9,49,Bank transfer (automatic),2445.1
2167-ID,One year,49.04,54,Mailed check,2648.16
2168-ID,Two year,33.56,68,Credit card (automatic),2282.08
2169-ID,One year,44.78,42,Mailed check,1880.76
2170-ID,Month-to-month,61.21,59,Bank transfer (automatic),3611.39
2171-ID,Month-to-month,91.9,44,Electronic check,4043.6
2172-ID,Two year,52.05,26,Credit card (automatic),1353.3
2173-ID,Month-to-month,51.27,23,Mailed check,1179.21
2174-ID,One year,46.88,8,Bank transfer (automatic),375.04
2175-ID,Month-to-month,66.32,53,Bank transfer (automatic),3514.96
2176-ID,Two year,36.4,14,Electronic check,509.6
2177-ID,One year,67.06,71,Bank transfer (automatic),4761.26
2178-ID,Two year,89.02,7,Credit card (automatic),623.14
2179-ID,One year,21.24,9,Bank transfer (automatic),191.16
2180-ID,Month-to-month,19.23,3,Electronic check,57.69
2181-ID,Two year,25.8,17,Mailed check,438.6
2182-ID,Two year,72.08,44,Credit card (automatic),3171.52
2183-ID,One year,104.12,46,Mailed check,4789.52
2184-ID,Two year,18.74,58,Mailed check,1086.92
2185-ID,One year,112.38,28,Bank transfer (automatic),3146.64
2186-ID,One year,28.93,14,Bank transfer (automatic),405.02
2187-ID,One year,102.87,9,Electronic check,925.83
2188-ID,One year,66.78,26,Bank transfer (automatic),1736.28
2189-ID,Month-to-month,84.52,2,Bank transfer (automatic),169.04
2190-ID,One year,69.57,34,Mailed check,2365.38
2191-ID,Two year,66.19,19,Credit card (automatic),1257.61
2192-ID,Month-to-month,102.16,39,Bank transfer (automatic),3984.24
2193-ID,Two year,94.22,13,Credit card (automatic),1224.86
2194-ID,Month-to-month,66.83,5,Bank transfer (automatic),334.15
2195-ID,One year,29.47,50,Bank transfer (automatic),1473.5
2196-ID,Month-to-month,29.85,23,Electronic check,686.55
2197-ID,Month-to-month,98.8,29,Bank transfer (automatic),2865.2
2198-ID,Two year,71.45,26,Electronic check,1857.7
2199-ID,Two year,66.65,57,Mailed check,3799.05
2200-ID,One year,86.65,1,Credit card (automatic),86.65
2201-ID,Month-to-month,104.56,28,Bank transfer (automatic),2927.68
2202-ID,Month-to-month,81.45,62,Electronic check,5049.9
2203-ID,Month-to-month,94.92,47,Mailed check,4461.24
2204-ID,One year,95.16,59,Bank transfer (automatic),5614.44
2205-ID,One year,54.05,31,Electronic check,1675.55
2206-ID,One year,45.8,70,Electronic check,3206.0
2207-ID,One year,98.77,49,Mailed check,4839.73
2208-ID,One year,56.16,5,Bank transfer (automatic),280.8
2209-ID,Two year,109.04,31,Bank transfer (automatic),3380.24
2210-ID,Month-to-month,25.25,37,Credit card (automatic),934.25
2211-ID,Month-to-month,24.1,15,Bank transfer (automatic),361.5
2212-ID,Month-to-month,111.41,52,Electronic check,5793.32
2213-ID,Month-to-month,83.42,69,Credit card (automatic),5755.98
2214-ID,Month-to-month,56.4,11,Credit card (automatic),620.4
2215-ID,Month-to-month,94.13,43,Bank transfer (automatic),4047.59
2216-ID,Month-to-month,85.82,70,Credit card (automatic),6007.4
2217-ID,Month-to-month,71.64,23,Electronic check,1647.72
2218-ID,Two year,28.19,40,Electronic check,1127.6
2219-ID,Month-to-month,99.87,63,Mailed check,6291.81
2220-ID,Two year,105.29,2,Electronic check,210.58
2221-ID,One year,35.55,47,Mailed check,1670.85
2222-ID,Month-to-month,103.73,30,Credit card (automatic),3111.9
2223-ID,One year,106.47,16,Mailed check,1703.52
2224-ID,One year,73.47,59,Bank transfer (automatic),4334.73
2225-ID,One year,84.2,47,Mailed check,3957.4
2226-ID,Two year,56.66,30,Bank transfer (automatic),1699.8
2227-ID,One year,46.57,9,Credit card (automatic),419.13
2228-ID,One year,90.81,65,Mailed check,5902.65
2229-ID,One year,104.87,59,Electronic check,6187.33
2230-ID,Month-to-month,83.98,64,Bank transfer (automatic),5374.72
2231-ID,Month-to-month,69.66,8,Credit card (automatic),557.28
2232-ID,Two year,34.22,52,Electronic check,1779.44
2233-ID,Two year,23.62,18,Bank transfer (automatic),425.16
2234-ID,Month-to-month,63.04,58,Credit card (automatic),3656.32
2235-ID,Two year,23.21,49,Credit card (automatic),1137.29
2236-ID,Month-to-month,75.47,32,Electronic check,2415.04
2237-ID,One year,56.71,48,Credit card (automatic),2722.08
2238-ID,One year,94.35,45,Mailed check,4245.75
2239-ID,Two year,48.97,54,Credit card (automatic),2644.38
2240-ID,Month-to-month,77.84,46,Bank transfer (automatic),3580.64
2241-ID,Month-to-month,72.29,31,Bank transfer (automatic),2240.99
2242-ID,Two year,18.72,37,Bank transfer (automatic),692.64
2243-ID,Month-to-month,25.53,16,Mailed check,408.48
2244-ID,One year,47.43,46,Electronic check,2181.78
2245-ID,Two year,106.91,46,Mailed check,4917.86
2246-ID,Two year,33.03,61,Mailed check,2014.83
2247-ID,Month-to-month,89.69,46,Mailed check,4125.74
2248-ID,Two year,116.07,51,Credit card (automatic),5919.57
2249-ID,Month-to-month,97.7,62,Electronic check,6057.4
2250-ID,Month-to-month,42.67,35,Credit card (automatic),1493.45
2251-ID,Month-to-month,109.54,42,Mailed check,4600.68
2252-ID,Month-to-month,27.61,45,Bank transfer (automatic),1242.45
2253-ID,Month-to-month,65.3,68,Mailed check,4440.4
2254-ID,Two year,107.45,47,Electronic check,5050.15
2255-ID,One year,82.7,30,Bank transfer (automatic),2481.0
2256-ID,One year,59.82,24,Electronic check,1435.68
2257-ID,Two year,47.68,66,Mailed check,3146.88
2258-ID,Two year,55.95,43,Electronic check,2405.85
2259-ID,One year,69.4,34,Credit card (automatic),2359.6
2260-ID,One year,50.31,23,Bank transfer (automatic),1157.13
2261-ID,One year,115.63,61,Electronic check,7053.43
2262-ID,One year,112.02,37,Bank transfer (automatic),4144.74
2263-ID,One year,105.75,13,Bank transfer (automatic),1374.75
2264-ID,Month-to-month,60.64,71,Mailed check,4305.44
2265-ID,Two year,87.73,7,Mailed check,614.11
2266-ID,Month-to-month,108.98,42,Bank transfer (automatic),4577.16
2267-ID,One year,103.72,38,Electronic check,3941.36
2268-ID,One year,59.89,52,Bank transfer (automatic),3114.28
2269-ID,One year,29.54,44,Mailed check,1299.76
2270-ID,Month-to-month,25.85,64,Electronic check,1654.4
2271-ID,Month-to-month,76.24,13,Bank transfer (automatic),991.12
2272-ID,One year,82.83,28,Mailed check,2319.24
2273-ID,Month-to-month,103.66,1,Bank transfer (automatic),103.66
2274-ID,Month-to-month,47.65,43,Bank transfer (automatic),2048.95
2275-ID,One year,35.08,42,Bank transfer (automatic),1473.36
2276-ID,Month-to-month,56.34,50,Electronic check,2817.0
2277-ID,Two year,53.78,60,Mailed check,3226.8
2278-ID,Two year,31.56,1,Mailed check,31.56
2279-ID,Two year,85.81,51,Credit card (automatic),4376.31
2280-ID,Two year,69.37,16,Bank transfer (automatic),1109.92
2281-ID,One year,90.72,39,Bank transfer (automatic),3538.08
2282-ID,One year,53.7,15,Credit card (automatic),805.5
2283-ID,One year,50.98,33,Bank transfer (automatic),1682.34
2284-ID,Two year,65.74,53,Electronic check,3484.22
2285-ID,Two year,106.43,17,Credit card (automatic),1809.31
2286-ID,Month-to-month,22.3,6,Mailed check,133.8
2287-ID,Month-to-month,99.14,31,Bank transfer (automatic),3073.34
2288-ID,Two year,55.33,69,Mailed check,3817.77
2289-ID,Two year,104.14,40,Bank transfer (automatic),4165.6
2290-ID,Two year,98.87,30,Credit card (automatic),2966.1
2291-ID,Two year,53.3,69,Mailed check,3677.7
2292-ID,Month-to-month,87.98,7,Bank transfer (automatic),615.86
2293-ID,Two year,34.29,13,Electronic check,445.77
2294-ID,Month-to-month,108.33,4,Credit card (automatic),433.32
2295-ID,Two year,58.9,50,Bank transfer (automatic),2945.0
2296-ID,Two year,64.04,3,Bank transfer (automatic),192.12
2297-ID,Two year,89.18,12,Bank transfer (automatic),1070.16
2298-ID,Month-to-month,100.74,65,Credit card (automatic),6548.1
2299-ID,Month-to-month,42.0,27,Bank transfer (automatic),1134.0
2300-ID,One year,84.72,50,Bank transfer (automatic),4236.0
2301-ID,Two year,57.65,17,Mailed check,980.05
2302-ID,One year,55.3,32,Mailed check,1769.6
2303-ID,One year,87.6,51,Credit card (automatic),4467.6
2304-ID,Month-to-month,57.16,17,Credit card (automatic),971.72
2305-ID,Month-to-month,53.03,34,Electronic check,1803.02
2306-ID,One year,102.26,35,Bank transfer (automatic),3579.1
2307-ID,Two year,28.43,24,Mailed check,682.32
2308-ID,Month-to-month,86.18,54,Mailed check,4653.72
2309-ID,Two year,43.25,18,Bank transfer (automatic),778.5
2310-ID,Two year,19.81,50,Bank transfer (automatic),990.5
2311-ID,One year,35.01,46,Credit card (automatic),1610.46
2312-ID,One year,79.22,48,Electronic check,3802.56
2313-ID,One year,89.52,33,Electronic check,2954.16
2314-ID,One year,20.37,27,Credit card (automatic),549.99
2315-ID,Month-to-month,21.91,1,Credit card (automatic),21.91
2316-ID,Month-to-month,108.96,59,Mailed check,6428.64
2317-ID,One year,25.62,10,Credit card (automatic),256.2
2318-ID,Month-to-month,108.12,25,Electronic check,2703.0
2319-ID,One year,41.18,57,Mailed check,2347.26
2320-ID,Two year,92.62,66,Electronic check,6112.92
2321-ID,Two year,49.38,15,Bank transfer (automatic),740.7
2322-ID,Two year,104.55,28,Electronic check,2927.4
2323-ID,One year,88.65,13,Mailed check,1152.45
2324-ID,Two year,58.63,14,Electronic check,820.82
2325-ID,Month-to-month,25.92,66,Mailed check,1710.72
2326-ID,Two year,91.89,34,Mailed check,3124.26
2327-ID,Two year,80.25,25,Credit card (automatic),2006.25
2328-ID,Two year,18.54,54,Electronic check,1001.16
2329-ID,Month-to-month,19.2,12,Credit card (automatic),230.4
2330-ID,One year,99.53,9,Credit card (automatic),895.77
2331-ID,Month-to-month,44.32,31,Electronic check,1373.92
2332-ID,One year,82.18,53,Mailed check,4355.54
2333-ID,One year,63.9,43,Bank transfer (automatic),2747.7
2334-ID,Two year,105.02,38,Electronic check,3990.76
2335-ID,One year,110.4,42,Credit card (automatic),4636.8
2336-ID,Month-to-month,118.43,48,Credit card (automatic),5684.64
2337-ID,Month-to-month,33.7,67,Mailed check,2257.9
2338-ID,One year,104.98,66,Credit card (automatic),6928.68
2339-ID,Two year,44.99,16,Bank transfer (automatic),719.84
2340-ID,Two year,77.63,16,Credit card (automatic),1242.08
2341-ID,Month-to-month,69.08,31,Mailed check,2141.48
2342-ID,Two year,20.06,58,Electronic check,1163.48
2343-ID,One year,111.99,28,Mailed check,3135.72
2344-ID,One year,26.12,4,Credit card (automatic),104.48
2345-ID,Month-to-month,87.42,10,Mailed check,874.2
2346-ID,One year,97.14,51,Credit card (automatic),4954.14
2347-ID,Month-to-month,98.18,18,Mailed check,1767.24
2348-ID,One year,31.87,47,Electronic check,1497.89
2349-ID,Month-to-month,63.23,32,Credit card (automatic),2023.36
2350-ID,Two year,101.61,30,Bank transfer (automatic),3048.3
2351-ID,One year,48.67,36,Bank transfer (automatic),1752.12
2352-ID,One year,65.26,9,Bank transfer (automatic),587.34
2353-ID,Month-to-month,45.67,36,Bank transfer (automatic),1644.12
2354-ID,Month-to-month,64.84,29,Credit card (automatic),1880.36
2355-ID,One year,107.48,16,Credit card (automatic),1719.68
2356-ID,Month-to-month,63.99,21,Electronic check,1343.79
2357-ID,One year,74.12,64,Mailed check,4743.68
2358-ID,Two year,58.85,66,Credit card (automatic),3884.1
2359-ID,Month-to-month,64.49,59,Bank transfer (automatic),3804.91
2360-ID,One year,19.78,28,Credit card (automatic),553.84
2361-ID,Two year,46.77,55,Bank transfer (automatic),2572.35
2362-ID,Two year,62.13,31,Electronic check,1926.03
2363-ID,One year,81.95,33,Mailed check,2704.35
2364-ID,Month-to-month,63.48,60,Credit card (automatic),3808.8
2365-ID,One year,52.2,41,Mailed check,2140.2
2366-ID,Two year,57.25,46,Bank transfer (automatic),2633.5
2367-ID,One year,42.6,49,Bank transfer (automatic),2087.4
2368-ID,Month-to-month,111.16,65,Mailed check,7225.4
2369-ID,Two year,70.69,42,Electronic check,2968.98
2370-ID,One year,19.6,23,Mailed check,450.8
2371-ID,Month-to-month,20.2,27,Mailed check,545.4
2372-ID,Two year,116.03,32,Credit card (automatic),3712.96
2373-ID,Month-to-month,40.51,3,Credit card (automatic),121.53
2374-ID,Two year,99.21,60,Bank transfer (automatic),5952.6
2375-ID,One year,24.11,17,Credit card (automatic),409.87
2376-ID,Month-to-month,110.83,32,Electronic check,3546.56
2377-ID,Two year,106.13,7,Electronic check,742.91
2378-ID,Month-to-month,75.64,71,Electronic check,5370.44
2379-ID,Month-to-month,19.15,69,Bank transfer (automatic),1321.35
2380-ID,One year,44.16,58,Electronic check,2561.28
2381-ID,Month-to-month,59.14,40,Electronic check,2365.6
2382-ID,Two year,64.49,48,Credit card (automatic),3095.52
2383-ID,Two year,48.17,51,Bank transfer (automatic),2456.67
2384-ID,Two year,21.56,57,Mailed check,1228.92
2385-ID,Two year,77.56,71,Electronic check,5506.76
2386-ID,One year,70.93,37,Credit card (automatic),2624.41
2387-ID,Month-to-month,46.69,55,Mailed check,2567.95
2388-ID,One year,22.07,41,Electronic check,904.87
2389-ID,Month-to-month,118.21,20,Mailed check,2364.2
2390-ID,Month-to-month,66.69,33,Mailed check,2200.77
2391-ID,Month-to-month,94.23,40,Bank transfer (automatic),3769.2
2392-ID,One year,63.71,34,Bank transfer (automatic),2166.14
2393-ID,Month-to-month,22.59,62,Electronic check,1400.58
2394-ID,One year,49.36,19,Electronic check,937.84
2395-ID,Two year,50.42,43,Bank transfer (automatic),2168.06
2396-ID,Two year,102.5,69,Electronic check,7072.5
2397-ID,Month-to-month,84.0,63,Electronic check,5292.0
2398-ID,One year,45.93,10,Bank transfer (automatic),459.3
2399-ID,Two year,115.51,13,Mailed check,1501.63
2400-ID,One year,50.56,5,Electronic check,252.8
2401-ID,One year,118.57,58,Credit card (automatic),6877.06
2402-ID,Month-to-month,118.36,59,Bank transfer (automatic),6983.24
2403-ID,Two year,37.47,59,Electronic check,2210.73
2404-ID,Month-to-month,49.68,15,Electronic check,745.2
2405-ID,Month-to-month,67.1,1,Bank transfer (automatic),67.1
2406-ID,Two year,84.99,38,Credit card (automatic),3229.62
2407-ID,Two year,71.32,53,Credit card (automatic),3779.96
2408-ID,One year,115.68,52,Bank transfer (automatic),6015.36
2409-ID,Two year,91.01,1,Credit card (automatic),91.01
2410-ID,One year,39.56,11,Electronic check,435.16
2411-ID,One year,28.81,58,Credit card (automatic),1670.98
2412-ID,One year,87.43,40,Electronic check,3497.2
2413-ID,Two year,34.17,60,Mailed check,2050.2
2414-ID,Month-to-month,97.41,44,Credit card (automatic),4286.04
2415-ID,One year,49.51,6,Mailed check,297.06
2416-ID,Month-to-month,51.1,28,Bank transfer (automatic),1430.8
2417-ID,Month-to-month,19.34,31,Credit card (automatic),599.54
2418-ID,Two year,88.7,8,Electronic check,709.6
2419-ID,Month-to-month,29.63,5,Credit card (automatic),148.15
2420-ID,Month-to-month,95.92,54,Bank transfer (automatic),5179.68
2421-ID,Two year,67.68,17,Bank transfer (automatic),1150.56
2422-ID,One year,97.07,38,Electronic check,3688.66
2423-ID,Month-to-month,76.93,9,Credit card (automatic),692.37
2424-ID,Two year,26.53,14,Mailed check,371.42
2425-ID,Month-to-month,95.2,26,Bank transfer (automatic),2475.2
2426-ID,Month-to-month,25.26,62,Bank transfer (automatic),1566.12
2427-ID,One year,66.36,25,Electronic check,1659.0
2428-ID,Month-to-month,35.57,36,Credit card (automatic),1280.52
2429-ID,Two year,93.86,33,Mailed check,3097.38
2430-ID,Month-to-month,109.86,3,Credit card (automatic),329.58
2431-ID,One year,73.94,11,Credit card (automatic),813.34
2432-ID,One year,71.23,58,Mailed check,4131.34
2433-ID,Two year,95.03,64,Electronic check,6081.92
2434-ID,One year,18.76,18,Bank transfer (automatic),337.68
2435-ID,Month-to-month,110.48,47,Electronic check,5192.56
2436-ID,One year,38.09,44,Electronic check,1675.96
2437-ID,Two year,117.15,59,Credit card (automatic),6911.85
2438-ID,One year,92.24,50,Mailed check,4612.0
2439-ID,One year,96.06,69,Bank transfer (automatic),6628.14
2440-ID,One year,84.2,29,Credit card (automatic),2441.8
2441-ID,Two year,65.65,67,Bank transfer (automatic),4398.55
2442-ID,One year,75.7,2,Credit card (automatic),151.4
2443-ID,One year,22.91,25,Mailed check,572.75
2444-ID,Month-to-month,80.96,19,Bank transfer (automatic),1538.24
2445-ID,Two year,81.17,40,Bank transfer (automatic),3246.8
2446-ID,One year,107.82,2,Electronic check,215.64
2447-ID,Two year,69.07,65,Credit card (automatic),4489.55
2448-ID,One year,26.0,62,Credit card (automatic),1612.0
2449-ID,One year,49.02,54,Credit card (automatic),2647.08
